Trajectories
200
,,Flo:lshoulder,,,Flo:rshoulder,,,Flo:elbow,,,Flo:wrist,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1708,0,-155.204,115.533,63.1459,221.171,98.7551,14.2915,527.971,197.989,-4.3395,788.226,209.199,-3.28886
1709,0,-155.197,115.561,63.1545,221.17,98.7551,14.2921,527.971,197.989,-4.33862,788.24,209.172,-3.24434
1710,0,-155.198,115.561,63.161,221.179,98.7897,14.2783,527.969,197.99,-4.34181,788.21,209.155,-3.27045
1711,0,-155.25,115.556,63.2367,221.111,98.7952,14.3631,527.957,197.953,-4.31741,788.211,209.14,-3.2678
1712,0,-155.253,115.581,63.2607,221.16,98.8216,14.3528,527.968,197.988,-4.33397,788.211,209.139,-3.26253
1713,0,-155.278,115.597,63.1821,221.185,98.8316,14.2968,527.97,197.991,-4.34432,788.22,209.144,-3.22607
1714,0,-155.303,115.628,63.1856,221.131,98.8727,14.348,527.969,198.013,-4.34147,788.209,209.154,-3.26365
1715,0,-155.324,115.621,63.2645,221.177,98.8689,14.3383,527.968,198.013,-4.34006,788.212,209.14,-3.26269
1716,0,-155.324,115.618,63.2818,221.197,98.8679,14.2747,527.969,198.013,-4.33966,788.21,209.152,-3.30526
1717,0,-155.324,115.619,63.2769,221.2,98.839,14.2519,527.969,197.991,-4.34247,788.213,209.142,-3.27822
1718,0,-155.356,115.622,63.2824,221.197,98.8358,14.262,527.97,197.989,-4.34159,788.211,209.139,-3.26025
1719,0,-155.326,115.619,63.2738,221.191,98.8343,14.2764,527.921,198.004,-4.2399,788.209,209.156,-3.27631
1720,0,-155.324,115.619,63.2712,221.189,98.8332,14.2832,527.909,198.045,-4.26854,788.21,209.158,-3.28612
1721,0,-155.318,115.64,63.2424,221.182,98.7929,14.2718,527.912,198.072,-4.28924,788.209,209.171,-3.3361
1722,0,-155.317,115.641,63.2358,221.183,98.7903,14.2669,527.912,198.072,-4.29142,788.2,209.186,-3.40671
1723,0,-155.323,115.62,63.269,221.184,98.7927,14.265,527.911,198.072,-4.28758,788.202,209.189,-3.42169
1724,0,-155.324,115.619,63.2755,221.175,98.758,14.28,527.911,198.072,-4.28901,788.201,209.188,-3.42172
1725,0,-155.272,115.624,63.1984,221.162,98.7132,14.285,527.9,198.089,-4.36033,788.136,209.181,-3.34647
1726,0,-155.27,115.625,63.1804,221.16,98.7112,14.2881,527.902,198.092,-4.37979,788.119,209.189,-3.36998
1727,0,-155.304,115.628,63.1915,221.162,98.7128,14.2853,527.901,198.092,-4.37542,788.134,209.179,-3.33553
1728,0,-155.272,115.624,63.1879,221.163,98.7135,14.2817,527.884,198.097,-4.40016,788.134,209.154,-3.39419
1729,0,-155.277,115.598,63.1709,221.164,98.7137,14.2801,527.883,198.1,-4.40599,788.123,209.205,-3.44763
1730,0,-155.258,115.578,63.0942,221.163,98.7137,14.2803,527.869,198.096,-4.50795,788.127,209.173,-3.4851
1731,0,-155.225,115.577,63.0687,221.163,98.7136,14.281,527.856,198.084,-4.56495,788.126,209.19,-3.51291
1732,0,-155.224,115.577,63.0711,221.163,98.7135,14.2815,527.894,198.055,-4.61662,788.131,209.265,-3.5454
1733,0,-155.231,115.55,63.0598,221.234,98.7175,14.2089,527.885,198.049,-4.71906,788.132,209.269,-3.5554
1734,0,-155.224,115.575,63.0727,221.261,98.7277,14.1442,527.887,198.052,-4.73666,788.132,209.262,-3.64249
1735,0,-155.192,115.522,63.0969,221.266,98.7308,14.1268,527.9,198.023,-4.72745,788.134,209.283,-3.62459
1736,0,-155.157,115.49,63.0859,221.262,98.7289,14.1386,527.891,198.004,-4.66432,788.181,209.228,-3.70465
1737,0,-155.156,115.49,63.0809,221.263,98.7666,14.1654,527.887,197.959,-4.68101,788.188,209.212,-3.7203
1738,0,-155.175,115.484,63.1505,221.253,98.7271,14.1633,527.951,197.949,-4.69522,788.186,209.212,-3.71142
1739,0,-155.157,115.489,63.0986,221.253,98.7241,14.1612,527.97,198.008,-4.69512,788.186,209.192,-3.74977
1740,0,-155.156,115.491,63.0794,221.255,98.7256,14.1578,527.968,198.033,-4.69664,788.172,209.151,-3.74643
1741,0,-155.125,115.515,63.0782,221.256,98.7261,14.1555,527.986,198.025,-4.66169,788.17,209.148,-3.72861
1742,0,-155.156,115.518,63.0861,221.238,98.6997,14.2971,528,198.102,-4.64692,788.186,209.19,-3.74353
1743,0,-155.152,115.539,63.0593,221.22,98.7093,14.2559,527.982,198.114,-4.68239,788.172,209.151,-3.73525
1744,0,-155.171,115.533,63.1212,221.245,98.7218,14.1821,528.002,198.085,-4.66254,788.196,209.179,-3.69932
1745,0,-155.172,115.531,63.1383,221.333,98.7329,14.0657,527.983,198.09,-4.6839,788.186,209.191,-3.74472
1746,0,-155.171,115.531,63.1352,221.362,98.744,13.9956,527.93,198.085,-4.62022,788.187,209.213,-3.71964
1747,0,-155.171,115.531,63.1309,221.274,98.7156,14.2057,527.926,198.082,-4.5987,788.185,209.211,-3.70076
1748,0,-155.152,115.538,63.0627,221.202,98.6838,14.3937,527.927,198.104,-4.59958,788.182,209.241,-3.7685
1749,0,-155.151,115.54,63.0479,221.197,98.6997,14.3142,527.927,198.106,-4.60378,788.201,209.289,-3.81822
1750,0,-155.171,115.533,63.1215,221.242,98.7205,14.19,527.928,198.083,-4.60319,788.194,209.29,-3.82925
1751,0,-155.165,115.557,63.1564,221.259,98.6967,14.1375,527.913,198.025,-4.60925,788.137,209.284,-3.75388
1752,0,-155.146,115.566,63.0855,221.255,98.6931,14.1485,527.883,198.047,-4.71024,788.104,209.249,-3.75495
1753,0,-155.164,115.56,63.1338,221.245,98.6895,14.175,527.884,198.054,-4.738,788.108,209.213,-3.7903
1754,0,-155.159,115.578,63.1209,221.248,98.7219,14.1756,527.899,198.088,-4.75516,788.109,209.232,-3.75422
1755,0,-155.146,115.593,63.0823,221.253,98.7249,14.1617,527.921,198.102,-4.69616,788.107,209.226,-3.82827
1756,0,-155.152,115.634,63.1299,221.256,98.7255,14.1529,527.896,198.11,-4.73975,788.111,209.23,-3.86177
1757,0,-155.153,115.634,63.144,221.257,98.7266,14.1519,527.898,198.091,-4.7602,788.1,209.243,-3.9222
1758,0,-155.127,115.62,63.219,221.238,98.7009,14.2964,527.901,198.11,-4.72972,788.101,209.245,-3.93813
1759,0,-155.121,115.644,63.2488,221.226,98.7496,14.2677,527.881,198.118,-4.7551,788.101,209.244,-3.93301
1760,0,-155.121,115.646,63.2465,221.305,98.7425,14.2655,527.869,198.115,-4.86065,788.09,209.256,-3.98222
1761,0,-155.103,115.679,63.1788,221.25,98.772,14.3144,527.874,198.16,-4.85329,788.107,209.315,-4.06465
1762,0,-155.12,115.675,63.2337,221.299,98.7698,14.2931,527.921,198.147,-4.94156,788.108,209.356,-4.06662
1763,0,-155.121,115.672,63.2537,221.255,98.8134,14.3315,527.845,198.167,-4.99375,788.107,209.337,-4.103
1764,0,-155.122,115.672,63.2501,221.236,98.8092,14.3749,527.852,198.129,-4.92723,788.098,209.349,-4.16912
1765,0,-155.122,115.673,63.2471,221.23,98.805,14.3926,527.894,198.146,-5.0437,788.099,209.352,-4.18669
1766,0,-155.12,115.646,63.241,221.255,98.8711,14.2582,527.848,198.148,-5.01509,788.099,209.352,-4.18138
1767,0,-155.146,115.659,63.1658,221.286,98.9007,14.2777,527.855,198.224,-4.98487,788.099,209.35,-4.17226
1768,0,-155.069,115.652,63.1496,221.275,98.9318,14.3423,527.858,198.226,-4.98198,788.097,209.364,-4.21961
1769,0,-155.06,115.671,63.1245,221.26,98.9265,14.3827,527.856,198.248,-4.98358,788.099,209.367,-4.23913
1770,0,-155.074,115.626,63.1333,221.263,98.9642,14.4036,527.873,198.284,-4.98294,788.099,209.367,-4.24075
1771,0,-155.068,115.65,63.1578,221.259,98.928,14.3866,527.874,198.285,-4.98326,788.098,209.367,-4.24175
1772,0,-155.068,115.651,63.1611,221.269,98.9669,14.3865,527.873,198.285,-4.98336,788.088,209.379,-4.29502
1773,0,-155.068,115.651,63.1574,221.271,98.9706,14.3836,527.871,198.308,-4.98352,788.089,209.382,-4.31387
1774,0,-155.05,115.685,63.0937,221.28,99.0036,14.3686,527.872,198.308,-4.98189,788.089,209.377,-4.40691
1775,0,-155.049,115.687,63.0795,221.285,99.0075,14.3548,527.854,198.315,-5.01231,788.093,209.38,-4.43213
1776,0,-155.037,115.734,63.0714,221.286,99.0073,14.3517,527.856,198.369,-5.11551,788.091,209.398,-4.37797
1777,0,-155.056,115.729,63.1398,221.292,99.0479,14.3663,527.846,198.339,-5.11779,788.089,209.378,-4.40873
1778,0,-155.057,115.726,63.1565,221.291,99.0494,14.3716,527.857,198.371,-5.12742,788.091,209.383,-4.32939
1779,0,-155.058,115.753,63.1585,221.29,99.0481,14.3732,527.844,198.338,-5.10734,788.088,209.38,-4.29677
1780,0,-155.046,115.802,63.14,221.29,99.048,14.3727,527.856,198.371,-5.12285,788.088,209.38,-4.29874
1781,0,-155.071,115.818,63.0621,221.299,99.0821,14.3563,527.856,198.397,-5.1304,788.088,209.394,-4.35055
1782,0,-155.072,115.819,63.0473,221.305,99.0865,14.34,527.859,198.417,-5.10033,788.095,209.452,-4.44743
1783,0,-155.104,115.821,63.0615,221.307,99.0865,14.3357,527.859,198.416,-5.09159,788.035,209.45,-4.40051
1784,0,-155.106,115.821,63.0681,221.368,99.056,14.2814,527.842,198.401,-5.1258,788.092,209.451,-4.4387
1785,0,-155.099,115.847,63.0847,221.387,99.0613,14.2365,527.842,198.402,-5.13506,788.099,209.455,-4.46561
1786,0,-155.117,115.841,63.1549,221.319,99.0601,14.2983,527.842,198.402,-5.13355,788.098,209.456,-4.46766
1787,0,-155.118,115.839,63.1691,221.289,99.0485,14.3716,527.84,198.425,-5.13185,788.097,209.455,-4.46337
1788,0,-155.119,115.865,63.1685,221.289,99.0775,14.3843,527.859,198.418,-5.09953,788.096,209.468,-4.51082
1789,0,-155.1,115.874,63.0979,221.288,99.049,14.3771,527.859,198.415,-5.09082,788.023,209.476,-4.50928
1790,0,-155.118,115.869,63.1525,221.283,99.0071,14.3612,527.839,198.425,-5.12647,788.093,209.47,-4.51607
1791,0,-155.119,115.84,63.1648,221.291,99.0464,14.3684,527.841,198.404,-5.13981,788.089,209.469,-4.52744
1792,0,-155.125,115.812,63.1471,221.285,99.0106,14.3589,527.842,198.403,-5.13516,788.087,209.469,-4.52867
1793,0,-155.125,115.812,63.1422,221.284,99.0075,14.3582,527.842,198.402,-5.13166,788.08,209.428,-4.50718
1794,0,-155.137,115.765,63.1557,221.291,99.0473,14.3697,527.841,198.424,-5.12964,788.02,209.472,-4.49346
1795,0,-155.118,115.77,63.0905,221.219,99.0443,14.4445,527.858,198.374,-5.12956,788.067,209.421,-4.58829
1796,0,-155.116,115.746,63.0682,221.263,99.037,14.4363,527.859,198.371,-5.12783,788.075,209.423,-4.62389
1797,0,-155.121,115.724,63.1018,221.224,99.0263,14.3081,527.826,198.344,-5.13551,788.074,209.424,-4.62627
1798,0,-155.129,115.696,63.0953,221.234,99.0009,14.2565,527.824,198.3,-5.16587,788.074,209.405,-4.66638
1799,0,-155.128,115.669,63.085,221.235,98.9993,14.2599,527.815,198.315,-5.24176,788.065,209.419,-4.6668
1800,0,-155.095,115.666,63.0751,221.235,99.0371,14.2902,527.804,198.283,-5.23397,788.073,209.424,-4.62856
1801,0,-155.1,115.64,63.055,221.232,99.0319,14.2788,527.8,198.258,-5.24839,788.072,209.418,-4.64192
1802,0,-155.082,115.646,62.9845,221.244,99.073,14.2756,527.8,198.258,-5.25302,788.073,209.419,-4.65325
1803,0,-155.081,115.648,62.9706,221.246,99.0754,14.2697,527.8,198.259,-5.25293,788.075,209.401,-4.70029
1804,0,-155.113,115.594,63.0581,221.246,99.0753,14.2697,527.789,198.199,-5.22836,788.066,209.415,-4.77188
1805,0,-155.107,115.584,63.0442,221.246,99.0749,14.272,527.788,198.195,-5.21899,788.067,209.418,-4.78965
1806,0,-155.144,115.567,63.0698,221.229,98.9994,14.2777,527.801,198.234,-5.2463,788.067,209.417,-4.78334
1807,0,-155.173,115.581,63.0006,221.232,99.028,14.2767,527.799,198.261,-5.25808,788.077,209.404,-4.72455
1808,0,-155.172,115.583,62.9841,221.237,99.0325,14.2647,527.8,198.26,-5.25513,788.063,209.427,-4.80658
1809,0,-155.171,115.583,62.9881,221.24,99.0341,14.2576,527.8,198.259,-5.2522,788.067,209.434,-4.84807
1810,0,-155.211,115.558,62.9829,221.231,98.9991,14.2721,527.815,198.317,-5.24948,788.068,209.433,-4.84706
1811,0,-155.213,115.558,62.9801,221.224,98.9944,14.2898,527.816,198.319,-5.25113,788.068,209.418,-4.79046
1812,0,-155.223,115.484,62.9865,221.286,98.958,14.2119,527.816,198.318,-5.25068,788.054,209.422,-4.92156
1813,0,-155.223,115.481,62.99,221.242,98.9627,14.2161,527.797,198.326,-5.28236,787.995,209.442,-4.85906
1814,0,-155.249,115.496,62.9164,221.294,98.9612,14.1865,527.796,198.35,-5.28814,787.987,209.436,-4.80765
1815,0,-155.223,115.484,62.9728,221.312,98.9669,14.1492,527.782,198.347,-5.38647,787.986,209.449,-4.85246
1816,0,-155.233,115.407,63.0018,221.228,98.89,14.2126,527.775,198.289,-5.38483,787.988,209.471,-4.83248
1817,0,-155.208,115.376,62.9785,221.265,98.8768,14.2224,527.719,198.279,-5.30036,787.978,209.45,-4.87014
1818,0,-155.206,115.377,62.9698,221.211,98.8796,14.2605,527.713,198.233,-5.30645,787.98,209.45,-4.88411
1819,0,-155.193,115.337,62.9234,221.258,98.8381,14.214,527.698,198.241,-5.34941,787.978,209.465,-4.93616
1820,0,-155.199,115.31,62.8986,221.273,98.8105,14.1736,527.675,198.223,-5.40505,787.915,209.461,-4.87925
1821,0,-155.199,115.309,62.9004,221.213,98.8412,14.2224,527.739,198.289,-5.50892,787.897,209.482,-4.94806
1822,0,-155.205,115.283,62.8851,221.261,98.839,14.2059,527.729,198.239,-5.53911,787.902,209.488,-4.98553
1823,0,-155.204,115.255,62.8777,221.209,98.8408,14.2357,527.675,198.205,-5.45596,787.903,209.487,-4.98559
1824,0,-155.184,115.205,62.8802,221.192,98.7867,14.1398,527.67,198.201,-5.43052,787.903,209.468,-5.029
1825,0,-155.157,115.189,62.9573,221.288,98.7982,13.9976,527.723,198.209,-5.50876,787.888,209.427,-5.02416
1826,0,-155.157,115.188,62.9736,221.253,98.8102,13.9811,527.677,198.206,-5.46262,787.886,209.424,-5.01095
1827,0,-155.156,115.162,62.9625,221.23,98.8011,14.0348,527.722,198.166,-5.5393,787.886,209.425,-5.00945
1828,0,-155.138,115.195,62.8988,221.285,98.7965,14.0052,527.727,198.19,-5.56486,787.886,209.421,-5.03362
1829,0,-155.143,115.145,62.8626,221.308,98.8058,13.9532,527.703,198.171,-5.60699,787.877,209.434,-5.09855
1830,0,-155.148,115.121,62.8924,221.316,98.809,13.9285,527.683,198.179,-5.64556,787.889,209.429,-5.03588
1831,0,-155.169,115.156,62.7986,221.315,98.8095,13.9306,527.704,198.15,-5.61981,787.887,209.406,-4.98122
1832,0,-155.194,115.132,62.8712,221.311,98.8081,13.9412,527.686,198.154,-5.6382,787.884,209.422,-4.99557
1833,0,-155.195,115.128,62.8965,221.309,98.8079,13.9487,527.686,198.156,-5.64657,787.877,209.418,-5.1093
1834,0,-155.17,115.156,62.7967,221.308,98.8055,13.9497,527.697,198.216,-5.67049,787.879,209.455,-5.15145
1835,0,-155.18,115.179,62.857,221.308,98.8068,13.9483,527.702,198.24,-5.64827,787.895,209.499,-5.1692
1836,0,-155.182,115.177,62.8814,221.309,98.8072,13.9466,527.701,198.238,-5.63878,787.895,209.501,-5.16986
1837,0,-155.182,115.177,62.8804,221.309,98.8074,13.9458,527.7,198.238,-5.64029,787.894,209.499,-5.16814
1838,0,-155.183,115.204,62.8837,221.309,98.8073,13.9459,527.713,198.275,-5.66753,787.878,209.456,-5.14637
1839,0,-155.183,115.205,62.8839,221.302,98.7671,13.935,527.643,198.28,-5.63913,787.883,209.489,-5.2564
1840,0,-155.165,115.212,62.8159,221.302,98.765,13.9334,527.69,198.284,-5.6936,787.889,209.498,-5.30232
1841,0,-155.137,115.199,62.8758,221.303,98.7661,13.9334,527.632,198.32,-5.70959,787.822,209.523,-5.2295
1842,0,-155.105,115.194,62.8878,221.303,98.7661,13.9336,527.68,198.327,-5.77852,787.805,209.512,-5.28806
1843,0,-155.104,115.194,62.8838,221.296,98.7258,13.9226,527.605,198.347,-5.82454,787.793,209.473,-5.30496
1844,0,-155.097,115.221,62.8981,221.296,98.7237,13.9209,527.584,198.332,-5.85924,787.792,209.471,-5.30277
1845,0,-155.041,115.247,62.795,221.304,98.7154,13.7937,527.575,198.348,-5.93149,787.792,209.472,-5.30002
1846,0,-155.038,115.25,62.77,221.317,98.7036,13.8518,527.629,198.358,-6.01931,787.784,209.447,-5.37602
1847,0,-155.041,115.276,62.7825,221.29,98.69,13.9306,527.615,198.368,-6.06716,787.786,209.463,-5.4551
1848,0,-155.041,115.277,62.7875,221.283,98.7194,13.957,527.598,198.387,-6.16451,787.761,209.437,-5.50142
1849,0,-155.015,115.309,62.7356,221.288,98.7235,13.9432,527.618,198.382,-6.15321,787.775,209.491,-5.57238
1850,0,-154.982,115.309,62.7145,221.286,98.6909,13.9396,527.599,198.388,-6.17039,787.778,209.497,-5.59409
1851,0,-155.008,115.332,62.695,221.292,98.7228,13.9312,527.6,198.366,-6.17606,787.776,209.518,-5.51488
1852,0,-154.983,115.31,62.7136,221.304,98.7674,13.9315,527.653,198.371,-6.24672,787.773,209.496,-5.5283
1853,0,-154.976,115.329,62.6907,221.376,98.7733,13.8571,527.658,198.375,-6.26707,787.852,209.474,-5.54475
1854,0,-154.976,115.331,62.683,221.411,98.8159,13.7789,527.724,198.396,-6.30046,787.855,209.488,-5.59976
1855,0,-154.924,115.335,62.6058,221.422,98.8239,13.7484,527.676,198.392,-6.23748,787.855,209.492,-5.61812
1856,0,-154.922,115.336,62.5892,221.425,98.8622,13.7682,527.722,198.394,-6.28607,787.838,209.449,-5.59528
1857,0,-154.858,115.346,62.6787,221.411,98.8207,13.7771,527.73,198.375,-6.31164,787.901,209.439,-5.60619
1858,0,-154.838,115.351,62.6297,221.458,98.7997,13.8821,527.753,198.438,-6.23973,787.918,209.409,-5.60769
1859,0,-154.844,115.327,62.5945,221.443,98.7918,13.9359,527.773,198.451,-6.1593,787.917,209.408,-5.60446
1860,0,-154.806,115.35,62.5988,221.502,98.7541,13.8615,527.785,198.484,-6.16859,787.917,209.413,-5.50633
1861,0,-154.8,115.399,62.581,221.542,98.7991,13.7678,527.819,198.56,-6.14602,787.911,209.423,-5.522
1862,0,-154.755,115.393,62.5812,221.532,98.7495,13.879,527.832,198.589,-6.04143,787.989,209.42,-5.56402
1863,0,-154.753,115.364,62.5758,221.57,98.7651,13.9094,527.81,198.592,-6.04708,788.01,209.483,-5.55233
1864,0,-154.722,115.389,62.576,221.591,98.7639,13.752,527.843,198.601,-6.06105,788.009,209.471,-5.49479
1865,0,-154.72,115.363,62.5674,221.631,98.7806,13.6384,527.828,198.653,-6.0665,788.005,209.485,-5.49746
1866,0,-154.703,115.396,62.5048,221.565,98.7421,13.6684,527.844,198.648,-6.0361,788.023,209.529,-5.52778
1867,0,-154.669,115.37,62.4762,221.532,98.7269,13.75,527.826,198.653,-6.05489,788.014,209.545,-5.59514
1868,0,-154.674,115.341,62.4586,221.534,98.7473,13.6521,527.825,198.676,-6.06078,788.026,209.534,-5.55565
1869,0,-154.657,115.375,62.401,221.499,98.7599,13.6258,527.829,198.697,-6.03095,787.949,209.535,-5.5098
1870,0,-154.656,115.351,62.3807,221.488,98.7565,13.6491,527.814,198.693,-6.12412,787.939,209.461,-5.40475
1871,0,-154.623,115.347,62.3744,221.498,98.7788,13.5306,527.8,198.682,-6.18711,787.926,209.465,-5.49237
1872,0,-154.617,115.4,62.398,221.46,98.7901,13.5114,527.8,198.682,-6.18733,787.996,209.477,-5.64916
1873,0,-154.617,115.402,62.4048,221.469,98.85,13.4168,527.79,198.697,-6.24881,787.94,209.477,-5.62065
1874,0,-154.593,115.429,62.3067,221.486,98.8721,13.4754,527.77,198.731,-6.29412,787.92,209.483,-5.62792
1875,0,-154.585,115.459,62.2984,221.416,98.9231,13.4853,527.766,198.713,-6.32861,787.921,209.498,-5.68784
1876,0,-154.587,115.485,62.3131,221.427,99.0002,13.4824,527.739,198.736,-6.43175,787.923,209.501,-5.70932
1877,0,-154.575,115.533,62.304,221.373,99.0435,13.5459,527.738,198.698,-6.49202,787.923,209.501,-5.71012
1878,0,-154.588,115.581,62.3901,221.357,99.0752,13.6129,527.729,198.712,-6.56297,787.912,209.513,-5.75942
1879,0,-154.611,115.656,62.4115,221.367,99.1482,13.6287,527.711,198.723,-6.60587,787.912,209.529,-5.82839
1880,0,-154.6,115.706,62.3928,221.382,99.1946,13.6185,527.711,198.724,-6.60764,787.903,209.545,-5.90115
1881,0,-154.637,115.782,62.502,221.396,99.2817,13.7261,527.701,198.738,-6.6658,787.839,209.553,-5.8876
1882,0,-154.628,115.855,62.5204,221.325,99.3867,13.8729,527.645,198.823,-6.63585,787.834,209.55,-5.86665
1883,0,-154.667,115.933,62.6268,221.284,99.3934,14.0992,527.644,198.844,-6.59145,787.824,209.562,-5.91766
1884,0,-154.736,116.016,62.6426,221.263,99.451,14.2016,527.648,198.862,-6.55594,787.826,209.566,-5.94412
1885,0,-154.745,116.086,62.6973,221.196,99.4518,14.2622,527.59,198.944,-6.51186,787.75,209.589,-5.94641
1886,0,-154.767,116.163,62.7064,221.201,99.5211,14.2799,527.613,199.064,-6.52584,787.762,209.631,-5.95978
1887,0,-154.801,116.261,62.79,221.211,99.5785,14.394,527.579,199.142,-6.45988,787.764,209.647,-6.02082
1888,0,-154.842,116.331,62.8743,221.188,99.5698,14.4597,527.588,199.221,-6.43197,787.781,209.711,-6.01026
1889,0,-154.885,116.401,62.9529,221.197,99.6404,14.4714,527.564,199.257,-6.28925,787.715,209.722,-5.94849
1890,0,-154.92,116.483,62.9462,221.19,99.6232,14.5872,527.545,199.322,-6.22743,787.713,209.791,-5.9496
1891,0,-154.94,116.536,62.9306,221.161,99.6079,14.6678,527.579,199.374,-6.19524,787.718,209.782,-5.91724
1892,0,-154.954,116.583,63.0184,221.09,99.6349,14.7464,527.542,199.406,-6.15408,787.716,209.779,-5.90339
1893,0,-154.983,116.632,63.0267,221.146,99.6342,14.7089,527.539,199.448,-6.11204,787.725,209.785,-5.80495
1894,0,-154.976,116.659,63.0333,221.111,99.6794,14.7217,527.495,199.449,-5.96323,787.738,209.841,-5.81133
1895,0,-155.022,116.709,63.1347,221.123,99.737,14.5958,527.505,199.5,-5.92204,787.724,209.804,-5.81587
1896,0,-155.025,116.708,63.1556,221.072,99.6767,14.5739,527.508,199.503,-5.93319,787.675,209.836,-5.75833
1897,0,-155.024,116.708,63.1496,221.051,99.6639,14.6233,527.491,199.512,-5.97567,787.655,209.775,-5.6953
1898,0,-155.019,116.729,63.1144,221.056,99.6832,14.5187,527.438,199.507,-5.91318,787.655,209.751,-5.72703
1899,0,-155.056,116.698,63.047,221.009,99.661,14.5149,527.436,199.48,-5.88871,787.658,209.754,-5.7512
1900,0,-155.039,116.704,62.9694,221,99.6371,14.4086,527.425,199.442,-5.86485,787.642,209.714,-5.7351
1901,0,-155.042,116.652,62.9345,220.947,99.6017,14.398,527.408,199.459,-5.95747,787.64,209.71,-5.71941
1902,0,-154.991,116.655,62.8601,220.86,99.5418,14.3748,527.462,199.428,-6.09056,787.639,209.724,-5.76676
1903,0,-154.999,116.583,62.8533,220.854,99.5383,14.381,527.456,199.392,-6.0885,787.642,209.709,-5.83518
1904,0,-155.008,116.553,62.8471,220.858,99.4913,14.2439,527.405,199.313,-6.2058,787.635,209.709,-5.85412
1905,0,-154.988,116.534,62.7724,220.811,99.458,14.2153,527.392,199.235,-6.23851,787.632,209.722,-5.90224
1906,0,-154.966,116.485,62.7608,220.796,99.4017,14.1162,527.41,199.189,-6.33853,787.625,209.719,-5.9477
1907,0,-154.945,116.463,62.6916,220.877,99.3768,14.0047,527.39,199.128,-6.43664,787.609,209.672,-6.03345
1908,0,-154.924,116.415,62.6817,220.843,99.3678,13.8626,527.376,199.124,-6.54336,787.6,209.686,-6.10421
1909,0,-154.905,116.42,62.6198,220.924,99.3779,13.7497,527.398,199.062,-6.66842,787.601,209.684,-6.21383
1910,0,-154.878,116.367,62.5767,220.932,99.3126,13.7026,527.388,199.058,-6.78847,787.588,209.645,-6.22396
1911,0,-154.863,116.351,62.5369,220.923,99.3068,13.7234,527.357,198.989,-6.84048,787.586,209.622,-6.24876
1912,0,-154.863,116.352,62.5324,220.983,99.3064,13.68,527.344,198.959,-6.93489,787.578,209.617,-6.28854
1913,0,-154.834,116.345,62.479,221.004,99.3144,13.6295,527.345,198.963,-6.95791,787.579,209.619,-6.29818
1914,0,-154.81,116.331,62.4402,221.064,99.2951,13.6807,527.387,198.984,-7.08697,787.578,209.632,-6.34469
1915,0,-154.785,116.329,62.4206,221.062,99.3241,13.7076,527.387,198.994,-7.15091,787.579,209.635,-6.36038
1916,0,-154.764,116.309,62.3461,221.058,99.324,13.7115,527.438,199,-7.22203,787.579,209.634,-6.35613
1917,0,-154.707,116.32,62.4028,221.131,99.3293,13.6352,527.436,198.961,-7.1817,787.58,209.615,-6.40028
1918,0,-154.706,116.319,62.4226,221.16,99.3404,13.5656,527.444,198.993,-7.18414,787.582,209.616,-6.41602
1919,0,-154.699,116.344,62.4394,221.149,99.3184,13.6872,527.446,198.997,-7.1926,787.571,209.629,-6.4685
1920,0,-154.641,116.329,62.5065,221.162,99.2773,13.8685,527.459,199.077,-7.18926,787.647,209.627,-6.50548
1921,0,-154.639,116.326,62.5197,221.144,99.2964,13.9319,527.51,199.11,-7.25999,787.65,209.641,-6.56235
1922,0,-154.64,116.327,62.5153,221.203,99.2796,13.9844,527.533,199.105,-7.24913,787.649,209.662,-6.5279
1923,0,-154.64,116.327,62.5108,221.199,99.2374,13.9742,527.557,199.143,-7.16128,787.648,209.641,-6.55186
1924,0,-154.659,116.32,62.5783,221.2,99.2454,13.9877,527.559,199.162,-7.11772,787.65,209.628,-6.51651
1925,0,-154.627,116.33,62.6852,221.268,99.2481,13.9239,527.574,199.22,-7.11265,787.647,209.644,-6.45429
1926,0,-154.621,116.35,62.6712,221.277,99.2339,14.0032,527.573,199.246,-7.11954,787.644,209.661,-6.46126
1927,0,-154.621,116.352,62.656,221.256,99.2533,14.0691,527.562,199.252,-6.97039,787.726,209.713,-6.56898
1928,0,-154.621,116.352,62.6544,221.247,99.2516,14.0898,527.574,199.346,-6.89078,787.682,209.701,-6.48203
1929,0,-154.62,116.351,62.656,221.248,99.2583,14.1087,527.575,199.35,-6.89366,787.67,209.71,-6.379
1930,0,-154.615,116.358,62.8053,221.256,99.2942,14.0978,527.576,199.35,-6.90617,787.67,209.694,-6.31095
1931,0,-154.609,116.381,62.8544,221.254,99.2639,14.0942,527.534,199.328,-6.77056,787.669,209.693,-6.30378
1932,0,-154.608,116.382,62.8483,221.251,99.2605,14.1018,527.525,199.386,-6.75708,787.674,209.768,-6.34185
1933,0,-154.608,116.382,62.8418,221.249,99.2614,14.1076,527.527,199.391,-6.77464,787.688,209.761,-6.30649
1934,0,-154.608,116.382,62.8411,221.249,99.2614,14.1087,527.467,199.444,-6.74508,787.62,209.762,-6.25747
1935,0,-154.608,116.382,62.8399,221.249,99.2615,14.1074,527.461,199.467,-6.73115,787.604,209.773,-6.29939
